week,origin_state,dest_state,count
2020-04-25,Nevada,Oregon,23
2020-04-25,California,California,1285
2020-04-25,Pennsylvania,Tennessee,38
2020-04-25,Illinois,Connecticut,19
2020-04-25,Colorado,Georgia,46
2020-04-25,Nevada,Oklahoma,17
2020-04-25,Oklahoma,California,1
2020-04-25,Utah,Massachusetts,1
2020-04-25,Michigan,Maryland,26
2020-04-25,Iowa,Tennessee,2
2020-04-25,Alabama,Texas,15
2020-04-25,Texas,Ohio,39
2020-04-25,Oklahoma,Arkansas,1
2020-04-25,Missouri,Oklahoma,15
2020-04-25,Illinois,District of Columbia,92
2020-04-25,Maryland,Utah,2
2020-04-25,Louisiana,Washington,3
2020-04-25,District of Columbia,Oklahoma,5
2020-04-25,Georgia,Ohio,77
2020-04-25,Colorado,Wisconsin,31
2020-04-25,Kentucky,Florida,25
2020-04-25,Florida,South Carolina,5
2020-04-25,Michigan,District of Columbia,21
2020-04-25,Massachusetts,Arizona,18
2020-04-25,New Jersey,Ohio,1
2020-04-25,Illinois,New Mexico,13
2020-04-25,Colorado,Virginia,2
2020-04-25,Louisiana,Nevada,14
2020-04-25,Colorado,Minnesota,34
2020-04-25,Texas,Kentucky,18
2020-04-25,Virginia,Maryland,20
2020-04-25,Arizona,Pennsylvania,35
2020-04-25,Missouri,New Mexico,5
2020-04-25,California,Florida,64
2020-04-25,Utah,Montana,14
2020-04-25,Wisconsin,Arizona,36
2020-04-25,New Jersey,North Carolina,5
2020-04-25,Pennsylvania,Texas,75
2020-04-25,Florida,Nevada,33
2020-04-25,Utah,Maryland,2
2020-04-25,North Carolina,South Carolina,24
2020-04-25,Georgia,New York,60
2020-04-25,Illinois,New York,78
2020-04-25,Maryland,New Hampshire,34
2020-04-25,California,Georgia,80
2020-04-25,Virginia,Florida,27
2020-04-25,Oklahoma,Nevada,18
2020-04-25,Maine,Maryland,20
2020-04-25,Wisconsin,District of Columbia,12
2020-04-25,Iowa,Illinois,6
2020-04-25,Kentucky,Georgia,23
2020-04-25,North Carolina,Rhode Island,16
2020-04-25,Illinois,California,201
2020-04-25,Minnesota,Florida,30
2020-04-25,Florida,Maryland,205
2020-04-25,Florida,Arkansas,3
2020-04-25,Colorado,Connecticut,7
2020-04-25,Nevada,New York,10
2020-04-25,Oklahoma,Missouri,13
2020-04-25,Georgia,Utah,27
2020-04-25,Colorado,Washington,71
2020-04-25,South Carolina,Massachusetts,4
2020-04-25,North Carolina,Tennessee,55
2020-04-25,California,District of Columbia,36
2020-04-25,Washington,Colorado,73
2020-04-25,Washington,Oregon,27
2020-04-25,Wisconsin,Nevada,15
2020-04-25,Pennsylvania,North Carolina,86
2020-04-25,Iowa,Missouri,13
2020-04-25,Connecticut,Maryland,32
2020-04-25,Georgia,Colorado,50
2020-04-25,Oklahoma,Florida,2
2020-04-25,District of Columbia,North Carolina,52
2020-04-25,Colorado,Michigan,28
2020-04-25,Texas,North Carolina,142
2020-04-25,Georgia,North Carolina,85
2020-04-25,Oklahoma,District of Columbia,5
2020-04-25,North Carolina,Virginia,27
2020-04-25,Maryland,New York,104
2020-04-25,North Carolina,Utah,5
2020-04-25,Minnesota,Connecticut,7
2020-04-25,Illinois,Tennessee,36
2020-04-25,Maryland,New Mexico,7
2020-04-25,Rhode Island,Pennsylvania,5
2020-04-25,Missouri,New York,27
2020-04-25,Georgia,Illinois,68
2020-04-25,Michigan,Florida,86
2020-04-25,Oklahoma,Illinois,7
2020-04-25,Texas,South Carolina,19
2020-04-25,Minnesota,District of Columbia,11
2020-04-25,Washington,Illinois,42
2020-04-25,Maryland,Wisconsin,17
2020-04-25,Colorado,District of Columbia,49
2020-04-25,North Carolina,Texas,139
2020-04-25,Tennessee,Pennsylvania,36
2020-04-25,Nevada,North Carolina,19
2020-04-25,Florida,Arizona,40
2020-04-25,Oklahoma,Georgia,21
2020-04-25,Illinois,New Jersey,14
2020-04-25,Tennessee,Missouri,26
2020-04-25,Oklahoma,Maryland,1
2020-04-25,Louisiana,North Carolina,25
2020-04-25,Georgia,Tennessee,47
2020-04-25,South Dakota,Arizona,1
2020-04-25,Colorado,Indiana,22
2020-04-25,Washington,New Jersey,7
2020-04-25,Alabama,Georgia,28
2020-04-25,Tennessee,Nebraska,1
2020-04-25,Kansas,Florida,1
2020-04-25,Illinois,Indiana,2
2020-04-25,Missouri,Utah,13
2020-04-25,Ohio,New Jersey,1
2020-04-25,Tennessee,Washington,6
2020-04-25,Texas,Illinois,194
2020-04-25,Arkansas,Colorado,1
2020-04-25,Georgia,Pennsylvania,69
2020-04-25,Nevada,Washington,54
2020-04-25,South Dakota,Colorado,6
2020-04-25,Arkansas,Missouri,6
2020-04-25,South Carolina,Missouri,2
2020-04-25,Georgia,District of Columbia,52
2020-04-25,Ohio,Louisiana,2
2020-04-25,Michigan,Pennsylvania,1
2020-04-25,Maryland,Tennessee,33
2020-04-25,Washington,Arizona,63
2020-04-25,Pennsylvania,South Carolina,1
2020-04-25,Ohio,North Carolina,8
2020-04-25,Ohio,Illinois,53
2020-04-25,Maryland,Pennsylvania,9
2020-04-25,Virginia,Georgia,60
2020-04-25,Kansas,Colorado,6
2020-04-25,Louisiana,Pennsylvania,7
2020-04-25,Montana,Arizona,4
2020-04-25,Missouri,Texas,153
2020-04-25,Illinois,Massachusetts,71
2020-04-25,District of Columbia,Tennessee,26
2020-04-25,Georgia,South Carolina,61
2020-04-25,Colorado,Kentucky,7
2020-04-25,Arkansas,Nevada,8
2020-04-25,Wisconsin,Colorado,26
2020-04-25,Michigan,Nevada,18
2020-04-25,New Hampshire,Maryland,34
2020-04-25,Arkansas,Arizona,1
2020-04-25,Pennsylvania,Rhode Island,5
2020-04-25,Tennessee,Georgia,42
2020-04-25,Maryland,South Carolina,31
2020-04-25,Kansas,Missouri,7
2020-04-25,Wisconsin,Ohio,6
2020-04-25,Illinois,Louisiana,28
2020-04-25,Wisconsin,Tennessee,15
2020-04-25,Ohio,Minnesota,21
2020-04-25,Michigan,New York,14
2020-04-25,Florida,Minnesota,30
2020-04-25,Arkansas,Florida,3
2020-04-25,Texas,Oregon,18
2020-04-25,Connecticut,Colorado,7
2020-04-25,Utah,Arizona,59
2020-04-25,Florida,Tennessee,144
2020-04-25,Kansas,Georgia,7
2020-04-25,Missouri,Washington,10
2020-04-25,Ohio,Missouri,16
2020-04-25,Utah,Minnesota,21
2020-04-25,Illinois,Kentucky,17
2020-04-25,Arkansas,Georgia,13
2020-04-25,Colorado,Kansas,7
2020-04-25,Georgia,Florida,293
2020-04-25,Ohio,Maryland,37
2020-04-25,Michigan,New Jersey,7
2020-04-25,Ohio,Nevada,17
2020-04-25,Maryland,Rhode Island,34
2020-04-25,Nevada,Wisconsin,16
2020-04-25,District of Columbia,Texas,107
2020-04-25,Missouri,Wisconsin,17
2020-04-25,New Hampshire,Illinois,8
2020-04-25,Pennsylvania,Pennsylvania,11
2020-04-25,Ohio,Massachusetts,11
2020-04-25,Illinois,Maryland,28
2020-04-25,Texas,Idaho,7
2020-04-25,Michigan,North Carolina,39
2020-04-25,Louisiana,Tennessee,25
2020-04-25,Washington,Utah,27
2020-04-25,Colorado,Iowa,23
2020-04-25,Illinois,Iowa,7
2020-04-25,Nevada,Utah,42
2020-04-25,Louisiana,Texas,130
2020-04-25,Utah,Michigan,21
2020-04-25,District of Columbia,Washington,14
2020-04-25,Ohio,California,1
2020-04-25,Michigan,Texas,51
2020-04-25,New Jersey,District of Columbia,21
2020-04-25,Nevada,South Dakota,4
2020-04-25,Florida,Texas,440
2020-04-25,Illinois,Georgia,68
2020-04-25,Texas,Indiana,37
2020-04-25,Illinois,Minnesota,34
2020-04-25,Ohio,Texas,40
2020-04-25,Arizona,Indiana,23
2020-04-25,Wyoming,Utah,9
2020-04-25,Missouri,Pennsylvania,26
2020-04-25,Arkansas,Texas,18
2020-04-25,Florida,Michigan,83
2020-04-25,District of Columbia,Rhode Island,12
2020-04-25,Colorado,Idaho,24
2020-04-25,Arizona,Washington,61
2020-04-25,Texas,Pennsylvania,73
2020-04-25,Florida,Missouri,113
2020-04-25,Colorado,Maryland,40
2020-04-25,Illinois,Missouri,72
2020-04-25,Missouri,Oregon,7
2020-04-25,New Jersey,Georgia,15
2020-04-25,Georgia,Oklahoma,21
2020-04-25,Nevada,Pennsylvania,23
2020-04-25,Michigan,Utah,21
2020-04-25,Illinois,Florida,261
2020-04-25,Michigan,Massachusetts,24
2020-04-25,Tennessee,Oklahoma,2
2020-04-25,Utah,Oregon,14
2020-04-25,South Dakota,Florida,3
2020-04-25,Ohio,Utah,7
2020-04-25,Kansas,Texas,5
2020-04-25,Connecticut,Georgia,13
2020-04-25,Ohio,Arizona,15
2020-04-25,New Jersey,Florida,46
2020-04-25,Arizona,Iowa,8
2020-04-25,Arizona,District of Columbia,15
2020-04-25,Kansas,Arizona,7
2020-04-25,Michigan,Minnesota,22
2020-04-25,Missouri,Tennessee,23
2020-04-25,Arkansas,Tennessee,1
2020-04-25,District of Columbia,Virginia,12
2020-04-25,Georgia,Oregon,7
2020-04-25,Washington,California,193
2020-04-25,Colorado,Illinois,78
2020-04-25,Nevada,Texas,186
2020-04-25,Ohio,South Carolina,3
2020-04-25,Georgia,Georgia,28
2020-04-25,Montana,California,1
2020-04-25,Ohio,Florida,103
2020-04-25,Alaska,Colorado,4
2020-04-25,Ohio,Pennsylvania,4
2020-04-25,Connecticut,Florida,65
2020-04-25,Tennessee,Louisiana,21
2020-04-25,New Jersey,California,31
2020-04-25,Ohio,Georgia,77
2020-04-25,Kansas,Nevada,8
2020-04-25,North Carolina,Pennsylvania,86
2020-04-25,Louisiana,Ohio,2
2020-04-25,Michigan,Tennessee,26
2020-04-25,Ohio,Colorado,36
2020-04-25,Nevada,Tennessee,28
2020-04-25,Ohio,Tennessee,25
2020-04-25,Florida,South Dakota,3
2020-04-25,New Jersey,Colorado,7
2020-04-25,Montana,Colorado,28
2020-04-25,Illinois,Michigan,31
2020-04-25,Washington,Indiana,4
2020-04-25,Arizona,Wisconsin,37
2020-04-25,Colorado,Louisiana,21
2020-04-25,Ohio,District of Columbia,7
2020-04-25,Maryland,Oklahoma,5
2020-04-25,Michigan,Missouri,13
2020-04-25,Maryland,Texas,104
2020-04-25,Tennessee,Nevada,28
2020-04-25,South Carolina,Florida,6
2020-04-25,Texas,Oklahoma,84
2020-04-25,Missouri,South Carolina,2
2020-04-25,Montana,Utah,14
2020-04-25,Arizona,South Dakota,1
2020-04-25,Nevada,New Mexico,21
2020-04-25,Pennsylvania,Nevada,24
2020-04-25,Tennessee,Florida,159
2020-04-25,North Carolina,New Jersey,5
2020-04-25,Oregon,Arizona,25
2020-04-25,Massachusetts,Utah,1
2020-04-25,Maryland,Michigan,26
2020-04-25,District of Columbia,Nebraska,7
2020-04-25,Iowa,Arizona,8
2020-04-25,Illinois,Rhode Island,14
2020-04-25,Missouri,Missouri,19
2020-04-25,Arizona,New York,7
2020-04-25,Florida,Colorado,97
2020-04-25,Florida,Pennsylvania,251
2020-04-25,Georgia,New Jersey,15
2020-04-25,Colorado,Utah,37
2020-04-25,Wisconsin,Florida,37
2020-04-25,Florida,Maine,6
2020-04-25,Nevada,Michigan,18
2020-04-25,Washington,Louisiana,4
2020-04-25,Virginia,Texas,12
2020-04-25,North Carolina,Massachusetts,51
2020-04-25,New Jersey,Washington,7
2020-04-25,Florida,New Jersey,44
2020-04-25,Minnesota,Missouri,6
2020-04-25,Minnesota,Maryland,19
2020-04-25,Colorado,Texas,237
2020-04-25,Kentucky,Louisiana,1
2020-04-25,Oregon,California,111
2020-04-25,Nevada,Montana,5
2020-04-25,Colorado,Alaska,5
2020-04-25,Connecticut,Missouri,1
2020-04-25,Florida,New Hampshire,41
2020-04-25,New Jersey,Texas,20
2020-04-25,Nebraska,Florida,2
2020-04-25,Missouri,Nebraska,8
2020-04-25,Michigan,California,27
2020-04-25,South Carolina,Texas,18
2020-04-25,Missouri,Maryland,31
2020-04-25,North Carolina,New York,67
2020-04-25,Iowa,Colorado,22
2020-04-25,North Carolina,Maryland,60
2020-04-25,Tennessee,Texas,131
2020-04-25,California,Maryland,51
2020-04-25,Colorado,Montana,28
2020-04-25,Nebraska,Arizona,22
2020-04-25,Idaho,Washington,12
2020-04-25,Kentucky,Nevada,7
2020-04-25,District of Columbia,Minnesota,12
2020-04-25,California,Illinois,213
2020-04-25,Georgia,Virginia,63
2020-04-25,Michigan,Arizona,12
2020-04-25,North Carolina,Minnesota,13
2020-04-25,Texas,Connecticut,7
2020-04-25,Minnesota,Indiana,7
2020-04-25,Connecticut,Pennsylvania,8
2020-04-25,Utah,Wyoming,9
2020-04-25,Kentucky,Illinois,17
2020-04-25,Arizona,Ohio,15
2020-04-25,Nevada,Nebraska,16
2020-04-25,Georgia,Wisconsin,20
2020-04-25,Illinois,Oklahoma,6
2020-04-25,Nevada,Massachusetts,7
2020-04-25,Tennessee,South Carolina,11
2020-04-25,Alabama,Illinois,6
2020-04-25,Illinois,Pennsylvania,98
2020-04-25,California,Louisiana,26
2020-04-25,Alaska,Washington,57
2020-04-25,Colorado,Arizona,99
2020-04-25,Massachusetts,Colorado,21
2020-04-25,Georgia,Arkansas,13
2020-04-25,Massachusetts,Virginia,3
2020-04-25,New Mexico,Colorado,21
2020-04-25,Tennessee,Arkansas,1
2020-04-25,North Carolina,Michigan,40
2020-04-25,Maryland,Minnesota,14
2020-04-25,Washington,District of Columbia,14
2020-04-25,Idaho,Nevada,4
2020-04-25,Oregon,Colorado,54
2020-04-25,Minnesota,Michigan,22
2020-04-25,Florida,Virginia,27
2020-04-25,Nebraska,California,5
2020-04-25,Tennessee,Colorado,43
2020-04-25,Texas,Tennessee,137
2020-04-25,Missouri,Michigan,20
2020-04-25,Florida,Connecticut,67
2020-04-25,Rhode Island,North Carolina,16
2020-04-25,Arizona,North Carolina,25
2020-04-25,Nebraska,Colorado,23
2020-04-25,Nevada,Minnesota,7
2020-04-25,District of Columbia,Missouri,31
2020-04-25,South Carolina,Illinois,19
2020-04-25,Georgia,Nevada,27
2020-04-25,Indiana,Washington,4
2020-04-25,Idaho,Texas,7
2020-04-25,Minnesota,Massachusetts,17
2020-04-25,Kentucky,Maryland,18
2020-04-25,Alabama,Florida,15
2020-04-25,Louisiana,Michigan,1
2020-04-25,North Carolina,Nevada,19
2020-04-25,Missouri,Minnesota,17
2020-04-25,Texas,New Mexico,71
2020-04-25,Texas,Alabama,21
2020-04-25,Utah,Nevada,43
2020-04-25,Arizona,North Dakota,6
2020-04-25,North Carolina,Nebraska,6
2020-04-25,Nevada,Missouri,45
2020-04-25,Alaska,Alaska,224
2020-04-25,Alabama,Nevada,7
2020-04-25,Wisconsin,Missouri,13
2020-04-25,Texas,Maryland,100
2020-04-25,Nebraska,District of Columbia,6
2020-04-25,New Mexico,Arizona,23
2020-04-25,Colorado,Nebraska,30
2020-04-25,Massachusetts,Washington,9
2020-04-25,Colorado,Nevada,94
2020-04-25,Missouri,Massachusetts,25
2020-04-25,Illinois,Oregon,18
2020-04-25,North Carolina,Missouri,50
2020-04-25,Texas,District of Columbia,111
2020-04-25,Georgia,Kansas,7
2020-04-25,Virginia,Massachusetts,3
2020-04-25,New Mexico,Florida,1
2020-04-25,Connecticut,North Carolina,20
2020-04-25,Oregon,Georgia,7
2020-04-25,Georgia,Washington,18
2020-04-25,Georgia,Nebraska,14
2020-04-25,New Mexico,California,38
2020-04-25,Arizona,Florida,39
2020-04-25,Utah,Colorado,40
2020-04-25,Maryland,Massachusetts,47
2020-04-25,Arizona,New Mexico,18
2020-04-25,California,Massachusetts,23
2020-04-25,Washington,Texas,42
2020-04-25,Texas,Louisiana,131
2020-04-25,Nebraska,Georgia,14
2020-04-25,Oklahoma,Tennessee,6
2020-04-25,Oregon,Illinois,13
2020-04-25,Washington,North Carolina,12
2020-04-25,Georgia,California,80
2020-04-25,Illinois,North Carolina,74
2020-04-25,Colorado,New Jersey,7
2020-04-25,North Carolina,Oklahoma,7
2020-04-25,North Carolina,Ohio,8
2020-04-25,New Jersey,Tennessee,1
2020-04-25,Tennessee,New Jersey,1
2020-04-25,Illinois,Alabama,6
2020-04-25,Georgia,Indiana,29
2020-04-25,California,Idaho,29
2020-04-25,Minnesota,Nevada,7
2020-04-25,Arizona,Oklahoma,25
2020-04-25,Minnesota,Illinois,22
2020-04-25,South Carolina,New York,2
2020-04-25,Maryland,Missouri,34
2020-04-25,Michigan,Colorado,33
2020-04-25,Illinois,South Carolina,20
2020-04-25,Texas,New Jersey,20
2020-04-25,District of Columbia,New Jersey,21
2020-04-25,North Carolina,Oregon,7
2020-04-25,Arizona,Oregon,28
2020-04-25,North Carolina,Kentucky,4
2020-04-25,Florida,Louisiana,72
2020-04-25,Missouri,Nevada,56
2020-04-25,Illinois,Arizona,84
2020-04-25,Arizona,Illinois,85
2020-04-25,Texas,New York,59
2020-04-25,Texas,Florida,463
2020-04-25,California,Hawaii,67
2020-04-25,South Carolina,Georgia,61
2020-04-25,Minnesota,Georgia,28
2020-04-25,Iowa,Florida,8
2020-04-25,Oklahoma,North Carolina,7
2020-04-25,Massachusetts,California,22
2020-04-25,District of Columbia,Michigan,21
2020-04-25,Texas,Massachusetts,42
2020-04-25,Maryland,Nevada,28
2020-04-25,Nevada,Maryland,33
2020-04-25,New Mexico,Maryland,12
2020-04-25,Colorado,Tennessee,30
2020-04-25,Colorado,Missouri,68
2020-04-25,Vermont,New York,4
2020-04-25,North Carolina,Louisiana,25
2020-04-25,Massachusetts,Tennessee,22
2020-04-25,Idaho,Colorado,24
2020-04-25,Georgia,Kentucky,23
2020-04-25,Florida,California,58
2020-04-25,Washington,Minnesota,21
2020-04-25,New Mexico,Illinois,8
2020-04-25,Nevada,Nevada,81
2020-04-25,Texas,Wisconsin,31
2020-04-25,Utah,Ohio,7
2020-04-25,Tennessee,Minnesota,9
2020-04-25,Kentucky,North Carolina,4
2020-04-25,Louisiana,Missouri,16
2020-04-25,North Carolina,North Carolina,81
2020-04-25,Pennsylvania,Washington,11
2020-04-25,Colorado,California,368
2020-04-25,Illinois,Ohio,54
2020-04-25,Virginia,District of Columbia,12
2020-04-25,Connecticut,Minnesota,7
2020-04-25,Massachusetts,District of Columbia,20
2020-04-25,Oklahoma,Texas,83
2020-04-25,Louisiana,Massachusetts,3
2020-04-25,Florida,Rhode Island,42
2020-04-25,Arizona,Kansas,7
2020-04-25,District of Columbia,Nevada,7
2020-04-25,Massachusetts,Texas,49
2020-05-02,Connecticut,Colorado,7
2020-05-02,Louisiana,Tennessee,9
2020-05-02,South Dakota,Nevada,6
2020-05-02,Missouri,South Carolina,1
2020-05-02,Utah,Illinois,15
2020-05-02,Tennessee,Texas,78
2020-05-02,Missouri,Texas,98
2020-05-02,Louisiana,Ohio,4
2020-05-02,Washington,New Jersey,7
2020-05-02,Nebraska,Illinois,21
2020-05-02,Utah,Minnesota,21
2020-05-02,Tennessee,District of Columbia,15
2020-05-02,District of Columbia,Michigan,20
2020-05-02,Colorado,Oregon,30
2020-05-02,Maryland,Georgia,37
2020-05-02,Missouri,Tennessee,14
2020-05-02,District of Columbia,Virginia,2
2020-05-02,South Carolina,Ohio,8
2020-05-02,Michigan,New York,16
2020-05-02,Massachusetts,Louisiana,3
2020-05-02,Mississippi,Georgia,2
2020-05-02,Alaska,Alaska,224
2020-05-02,Florida,Louisiana,33
2020-05-02,Nebraska,Florida,4
2020-05-02,Missouri,Louisiana,2
2020-05-02,Missouri,Washington,7
2020-05-02,Michigan,Minnesota,23
2020-05-02,Florida,Washington,21
2020-05-02,Massachusetts,District of Columbia,12
2020-05-02,Florida,South Dakota,3
2020-05-02,Missouri,Utah,6
2020-05-02,Missouri,California,41
2020-05-02,Washington,Pennsylvania,13
2020-05-02,Missouri,Arkansas,7
2020-05-02,Montana,Colorado,7
2020-05-02,Nebraska,Colorado,24
2020-05-02,Florida,Tennessee,135
2020-05-02,Utah,Arizona,43
2020-05-02,South Dakota,Colorado,2
2020-05-02,Florida,Virginia,28
2020-05-02,Maryland,Florida,155
2020-05-02,Minnesota,New York,14
2020-05-02,Minnesota,Michigan,23
2020-05-02,Washington,New Mexico,6
2020-05-02,Michigan,Tennessee,22
2020-05-02,Florida,Iowa,12
2020-05-02,Michigan,Missouri,9
2020-05-02,District of Columbia,Florida,93
2020-05-02,Maryland,Texas,44
2020-05-02,Texas,Washington,43
2020-05-02,Massachusetts,Virginia,3
2020-05-02,Massachusetts,South Carolina,4
2020-05-02,Colorado,Tennessee,25
2020-05-02,Missouri,Massachusetts,8
2020-05-02,Colorado,Texas,167
2020-05-02,District of Columbia,Massachusetts,9
2020-05-02,Utah,Michigan,21
2020-05-02,Louisiana,Illinois,16
2020-05-02,Vermont,Florida,1
2020-05-02,Minnesota,Missouri,1
2020-05-02,Massachusetts,Minnesota,15
2020-05-02,Florida,West Virginia,8
2020-05-02,Florida,New Jersey,29
2020-05-02,Nevada,Arizona,58
2020-05-02,Michigan,North Carolina,31
2020-05-02,Maryland,Massachusetts,25
2020-05-02,South Carolina,Missouri,1
2020-05-02,Mississippi,Tennessee,2
2020-05-02,Minnesota,Nevada,7
2020-05-02,District of Columbia,Texas,76
2020-05-02,Florida,Pennsylvania,188
2020-05-02,Missouri,Wisconsin,7
2020-05-02,Texas,Virginia,13
2020-05-02,Missouri,Arizona,27
2020-05-02,Massachusetts,Tennessee,17
2020-05-02,Louisiana,Pennsylvania,4
2020-05-02,Montana,Arizona,9
2020-05-02,Massachusetts,Michigan,24
2020-05-02,Maryland,Michigan,15
2020-05-02,Maryland,Pennsylvania,14
2020-05-02,Massachusetts,Maryland,24
2020-05-02,Maryland,Rhode Island,16
2020-05-02,South Carolina,Maryland,11
2020-05-02,Utah,Georgia,28
2020-05-02,Louisiana,Texas,72
2020-05-02,Missouri,Kansas,13
2020-05-02,Nevada,Alabama,7
2020-05-02,Maryland,South Carolina,11
2020-05-02,Tennessee,Georgia,42
2020-05-02,District of Columbia,Minnesota,7
2020-05-02,Connecticut,Florida,40
2020-05-02,Florida,Minnesota,30
2020-05-02,Florida,New York,136
2020-05-02,Montana,California,1
2020-05-02,Florida,Mississippi,2
2020-05-02,Florida,District of Columbia,86
2020-05-02,Maryland,Maine,15
2020-05-02,Louisiana,Michigan,1
2020-05-02,Louisiana,Massachusetts,3
2020-05-02,Maryland,Tennessee,15
2020-05-02,Maryland,Connecticut,15
2020-05-02,Missouri,Colorado,43
2020-05-02,Florida,Ohio,143
2020-05-02,Tennessee,Pennsylvania,21
2020-05-02,Alaska,Colorado,3
2020-05-02,Connecticut,Pennsylvania,2
2020-05-02,District of Columbia,Colorado,35
2020-05-02,Michigan,New Jersey,1
2020-05-02,Nebraska,Georgia,8
2020-05-02,Florida,Indiana,75
2020-05-02,Washington,Utah,34
2020-05-02,District of Columbia,Tennessee,15
2020-05-02,Maryland,Alabama,1
2020-05-02,Massachusetts,Texas,40
2020-05-02,Michigan,Nevada,19
2020-05-02,South Dakota,Arizona,5
2020-05-02,Florida,Michigan,90
2020-05-02,Utah,Ohio,7
2020-05-02,South Carolina,Pennsylvania,4
2020-05-02,District of Columbia,North Carolina,39
2020-05-02,Florida,California,31
2020-05-02,Minnesota,Oregon,6
2020-05-02,Texas,Wyoming,2
2020-05-02,Florida,Rhode Island,19
2020-05-02,Massachusetts,Illinois,37
2020-05-02,Washington,Oregon,30
2020-05-02,Maryland,New York,55
2020-05-02,South Carolina,North Carolina,24
2020-05-02,Connecticut,Maryland,16
2020-05-02,Washington,Nevada,61
2020-05-02,Louisiana,Missouri,2
2020-05-02,Minnesota,Texas,30
2020-05-02,Maryland,New Mexico,7
2020-05-02,Florida,Vermont,1
2020-05-02,Minnesota,Illinois,31
2020-05-02,South Carolina,New York,2
2020-05-02,Massachusetts,Georgia,23
2020-05-02,Texas,Wisconsin,19
2020-05-02,Massachusetts,Ohio,5
2020-05-02,Minnesota,Colorado,29
2020-05-02,Colorado,Washington,67
2020-05-02,Michigan,Arizona,13
2020-05-02,Florida,Alabama,7
2020-05-02,Minnesota,Utah,21
2020-05-02,Nebraska,Arizona,12
2020-05-02,Florida,Massachusetts,54
2020-05-02,Minnesota,California,29
2020-05-02,Missouri,North Carolina,25
2020-05-02,Michigan,Illinois,20
2020-05-02,Florida,Florida,100
2020-05-02,Missouri,Indiana,6
2020-05-02,Maryland,California,12
2020-05-02,South Carolina,Texas,16
2020-05-02,Missouri,Nebraska,6
2020-05-02,District of Columbia,Arizona,14
2020-05-02,Michigan,Georgia,38
2020-05-02,Michigan,California,21
2020-05-02,Nebraska,Missouri,8
2020-05-02,Louisiana,Maryland,9
2020-05-02,Florida,South Carolina,8
2020-05-02,Washington,New York,17
2020-05-02,Florida,Nebraska,4
2020-05-02,Florida,Arizona,18
2020-05-02,Washington,Washington,2
2020-05-02,Minnesota,District of Columbia,7
2020-05-02,Maryland,Nevada,21
2020-05-02,Florida,Nevada,29
2020-05-02,Utah,Maryland,7
2020-05-02,Florida,Kentucky,29
2020-05-02,Massachusetts,California,15
2020-05-02,Missouri,Georgia,42
2020-05-02,Minnesota,Georgia,28
2020-05-02,Colorado,South Carolina,1
2020-05-02,Utah,Washington,34
2020-05-02,Florida,Maryland,147
2020-05-02,Florida,Georgia,271
2020-05-02,Minnesota,Florida,31
2020-05-02,Louisiana,Kentucky,1
2020-05-02,Nebraska,North Carolina,2
2020-05-02,Maryland,New Hampshire,22
2020-05-02,Missouri,Nevada,35
2020-05-02,Maine,Maryland,15
2020-05-02,Connecticut,Michigan,7
2020-05-02,Washington,Tennessee,5
2020-05-02,Michigan,Connecticut,7
2020-05-02,Florida,Arkansas,6
2020-05-02,Michigan,District of Columbia,20
2020-05-02,Massachusetts,North Carolina,41
2020-05-02,Massachusetts,Arizona,9
2020-05-02,Maryland,Kentucky,14
2020-05-02,Minnesota,Tennessee,8
2020-05-02,Maryland,Wisconsin,7
2020-05-02,Michigan,Florida,87
2020-05-02,Missouri,New York,2
2020-05-02,Massachusetts,New York,28
2020-05-02,South Carolina,Massachusetts,4
2020-05-02,Washington,North Carolina,11
2020-05-02,Maryland,Missouri,13
2020-05-02,Missouri,Illinois,46
2020-05-02,Nebraska,Nevada,12
2020-05-02,Montana,Texas,2
2020-05-02,Louisiana,Nevada,4
2020-05-02,Washington,Texas,42
2020-05-02,Utah,Colorado,33
2020-05-02,Michigan,Colorado,19
2020-05-02,Colorado,Virginia,1
2020-05-02,Florida,North Carolina,297
2020-05-02,Vermont,New York,4
2020-05-02,District of Columbia,Illinois,68
2020-05-02,Utah,Texas,36
2020-05-02,Massachusetts,Nevada,4
2020-05-02,Missouri,Ohio,2
2020-05-02,Maine,Florida,5
2020-05-02,Utah,Wyoming,7
2020-05-02,Connecticut,Georgia,14
2020-05-02,Alaska,Washington,57
2020-05-02,Utah,Oregon,14
2020-05-02,Washington,Missouri,7
2020-05-02,Minnesota,Massachusetts,15
2020-05-02,Tennessee,Oklahoma,7
2020-05-02,Michigan,Massachusetts,25
2020-05-02,Maryland,Illinois,35
2020-05-02,Michigan,Utah,21
2020-05-02,Tennessee,Arkansas,2
2020-05-02,Maine,North Carolina,3
2020-05-02,Connecticut,North Carolina,19
2020-05-02,Missouri,Oregon,7
2020-05-02,South Dakota,Florida,3
2020-05-02,District of Columbia,New Jersey,16
2020-05-02,Florida,Oklahoma,4
2020-05-02,Minnesota,North Dakota,1
2020-05-02,Louisiana,North Carolina,19
2020-05-02,Colorado,Wisconsin,17
2020-05-02,Massachusetts,Washington,9
2020-05-02,Minnesota,Wisconsin,1
2020-05-02,Missouri,Iowa,13
2020-05-02,Florida,Missouri,72
2020-05-02,Maryland,Arizona,8
2020-05-02,Missouri,Pennsylvania,5
2020-05-02,District of Columbia,Rhode Island,1
2020-05-02,Minnesota,North Carolina,11
